year,danceability,energy,liveness,acousticness,valence
1990,0.5575939331569134,0.5556691208468043,0.21732111143781402,0.39204014803391374,0.5708561991571108
1991,0.5627955609362397,0.5404195641646496,0.2125600585149316,0.3964306410482241,0.5668603611783684
1992,0.5644971727227495,0.551776031856646,0.22287416525634685,0.38263361594524625,0.5702513688402154
1993,0.5755312997724682,0.5518776734926059,0.2074799203640505,0.38059724147753093,0.5844718572241193
1994,0.5683096304591247,0.5543570026409105,0.2134761384845099,0.3747658802435625,0.564370578574094
1995,0.5682943663186987,0.5667365033474254,0.21405693210249507,0.36550889424553823,0.5677941592614985
1996,0.5757628711229075,0.5724527210150919,0.21764587825510037,0.3620801405871631,0.5667887427434073
1997,0.5776256943882073,0.593156192987285,0.22003188922179998,0.3568783490315011,0.5702954247307461
1998,0.5823244213055662,0.6086246331597939,0.21855173408089687,0.3422349638670397,0.5705104365238268
